# 국립국어원의 외래어 표기법의 용례
# http://www.korean.go.kr/front/foreignSpell/foreignSpellList.do?mn_id=96
# https://www.data.go.kr/subMain.jsp?param=REFUQUAxNTAwMzkxMg==#/L2NvbW0vY29tbW9uU2VhcmNoL29yZ2luRGF0YVNldCRAXjAxMm0xJEBecHVibGljRGF0YVBrPTE1MDAzOTEyJEBeYnJtQ2Q9T0MwMDA4JEBeZXhjZWxDb3VudD0wJEBeZG93bmxvYWRDb3VudD05MyRAXm9yZ0luZGV4PURBVEEkQF5za2lwUm93cz0wJEBebWF4Um93cz0xMA==
gahnite	가나이트
Bembo	벰보
Bengal	벵골
VOGAD	보가드
bow gun	보건
bogey	보기
Bonnard	보나르
Bonaventura	보나벤투라
Bonaparte	보나파르트
bonanzagram	보난자그램
bonang	보낭
Bonneville Dam	보너빌댐
bonus	보너스
bonus quota	보너스쿼터
Bonnet	보네
bonellia	보넬리아
Bonomi	보노미
Bonifacius	보니파키우스
bonnet	보닛
Bonington	보닝턴
Richard Parkes	리처드 파크스
Bodin	보댕
border	보더
border light	보더라이트
Border terrier	보더테리어
border print	보더프린트
Bode	보데
Baudelaire	보들레르
Charles Pierre	샤를 피에르
body	보디
bodyguard	보디가드
body-line	보디라인
body language	보디랭귀지
body lotion	보디로션
body massage	보디마사지
body blow	보디블로
body-builder	보디빌더
body-building	보디빌딩
bodice	보디스
body swing	보디스윙
body slam	보디슬램
bodywork	보디워크
body check	보디체크
body pack	보디팩
body painting	보디페인팅
body press	보디프레스
boarding bridge	보딩브리지
bora	보라
borazon	보라존
borazol	보라졸
borane	보란
Boreas	보레아스
Borel	보렐
Borrow	보로
George	조지
boronia	보로니아
Borromini	보로미니
Bordet	보르데
Bordeaux	보르도
Borgia	보르자
borzoi	보르조이
VORTAC	보르탁
bort	보르트
Borchardt	보르하르트
Borchert	보르헤르트
Borges	보르헤스
Born	보른
boring	보링
Boring	보링
boring machine	보링머신
boring bite	보링바이트
boring head	보링헤드
Beaumarchais	보마르셰
Bowman	보먼
Beaumont	보몬트
Beaumont	보몽
Vauban	보방
Boveri	보베리
Beauvoir	보부아르
Simone de	시몬 드
Vauvenargues	보브나르그
bobcat	보브캣
bobbin	보빈
Beauchamp	보샹
boson	보손
Bossuet	보쉬에
Bosch	보슈
boss	보스
Bose	보스
Bosnia	보스니아
Bosnia Herzegovina	보스니아헤르체고비나
boston	보스턴
Boston	보스턴
Boston marathon	보스턴마라톤
Boston bag	보스턴백
Boston terrier	보스턴테리어
Borstal system	보스틀시스템
boa	보아
Boas	보애스
Boer	보어
Bohr	보어
Bohr magneton	보어마그네톤
borehole pump	보어홀펌프
Bowen	보엔
Bolyai	보여이
Bojer	보예르
Boye	보위에
boy	보이
boy soprano	보이소프라노
voice	보이스
Beuys	보이스
voice recorder	보이스리코더
Boy Scouts	보이스카우트
Boys Town	보이스타운
Beust	보이스트
Boise	보이시
Boiardo	보이아르도
boycott	보이콧
boychoir	보이콰이어
Buitenzorg	보이텐조르히
Boethius	보이티우스
voile	보일
Boyle	보일
boiler	보일러
boiler shell	보일러셸
bowing	보잉
Vaugelas	보줄라
Boswell	보즈웰
Bosanquet	보즌켓
Boccioni	보초니
Umberto	움베르토
Botswana	보츠와나
Boccaccio	보카치오
Vaucanson	보캉송
vocal	보컬
vocalist	보컬리스트
Boccherini	보케리니
vocoder	보코더
balk	보크
balkline	보크라인
balkline game	보크라인게임
bauxite	보크사이트
Vauquelin	보클랭
bow tie	보타이
Botallo	보탈로
boater	보터
bottom fashion	보텀패션
Bothe	보테
Botev	보테프
Botocudo	보토쿠도
botulinus	보툴리누스
boat	보트
boat neckline	보트네크라인
boat note	보트노트
bottleneck	보틀넥
bottleneck inflation	보틀넥인플레이션
bottle rack	보틀랙
vorticism	보티시즘
Botticelli	보티첼리
Beaufort	보퍼트
Bopp	보프
Bohemia	보헤미아
Bohemia dance	보헤미아댄스
Bohemian	보헤미안
boxer	복서
box	복스
boxing	복싱
boxing ring	복싱링
Vaughan	본
bond	본드
Vaughan Williams	본윌리엄스
Bonsels	본젤스
bone china	본차이나
bontebok	본테복
Bontempelli	본템펠리
Bonhoeffer	본회퍼
bowl	볼
ball	볼
Ball	볼
bold	볼드
Baldwin	볼드윈
voluntary chain	볼런터리체인
Bologna sausage	볼로냐소시지
bolometer	볼로미터
volume	볼륨
volume ratio	볼륨레이쇼
Bolivia	볼리비아
bowling	볼링
ball mill	볼밀
ball valve	볼밸브
ball bearing	볼베어링
volvox	볼복스
Volvox globator	볼복스글로바토르
Bolshevism	볼셰비즘
bolson	볼슨
Boltzmann	볼츠만
Balch	볼치
ball count	볼카운트
Volta	볼타
voltameter	볼타미터
Volterra	볼테라
Voltaire	볼테르
boltonia	볼토니아
volt	볼트
bolt	볼트
voltmeter	볼트미터
voltammetry	볼탐메트리
voltammeter	볼트암미터
volt-ampere	볼트암페어
Baltimore	볼티모어
ball pen	볼펜
Wolff	볼프
Eschenbach	에셴바흐
Wolfram von	볼프람 폰
WolfFerrari	볼프페라리
Bombay	봄베이
bobsled	봅슬레드
bobsleigh	봅슬레이
bongo	봉고
Bougainville	부갱빌
boogaloo	부걸루
bougainvillaea	부겐빌레아
boogie	부기
boogie-woogie	부기우기
Bunin	부닌
buddleia	부들레이아
Buryat Mongol	부랴트몽골
Burundi	부룬디
Bournonville	부르농빌
Bourdelle	부르델
Bourget	부르제
Bourgeois	부르주아
Burckhardt	부르크하르트
Burkina Faso	부르키나파소
Boumedienne	부메디엔
boomerang	부메랑
bouvardia	부바르디아
booby	부비
Busse	부세
Boucher	부셰
bushel	부셸
Busoni	부소니
Busch	부슈
booth	부스
Booth	부스
booster	부스터
Bush	부시
bush dog	부시도그
Bushman	부시먼
bushbuck	부시벅
bush coat	부시코트
bushing	부싱
Boisguillebert	부아기유베르
Boyer	부아예
Boileau	부알로
Vouet	부에
Simon	시몽
buoy	부이
buoy robot	부이로봇
Bujumbura	부줌부라
Buzzati	부차티
Bukovina	부코비나
butadiene	부타디엔
butazolidin	부타졸리딘
butane	부탄
Bhutan	부탄
butane gas	부탄가스
butanol	부탄올
boot sector	부트섹터
bootstrap	부트스트랩
bootee	부티
butylene	부틸렌
butyl alcohol	부틸알코올
booting	부팅
Buch	부흐
Buchner	부흐너
Buchner flask	부흐너플라스크
bookmark	북마크
book end	북엔드
Bunsen	분젠
Bunsen burner	분젠버너
Wundt	분트
Boole	불
Boulle	불
Bulganin Line	불가닌라인
Bulgaria	불가리아
bulldog	불도그
bulldozer	불도저
bulldozer tank	불도저탱크
Boulanger	불랑제
bully	불리
Vulcanus	불카누스
bullterrier	불테리어
Bultmann	불트만
bullpen	불펜
boom	붐
Buddha	붓다
Buridan	뷔리당
Buisson	뷔송
Vuillard	뷔야르
Buffon	뷔퐁
view	뷰
bugle	뷰글
viewdata	뷰데이터
burette	뷰렛
viewer	뷰어
view camera	뷰카메라
butte	뷰트
beauty	뷰티
beauty cycle	뷰티사이클
beauty editor	뷰티에디터
viewpoint	뷰포인트
bdellium	브델륨
bra	브라
Bragi	브라기
Branner	브라네르
Brandes	브라네스
Brahma	브라마
Brahmagupta	브라마굽타
Bramante	브라만테
Brassens	브라상
Brasseur	브라쇠르
brass	브라스
brass band	브라스밴드
Browning	브라우닝
browser	브라우저
Browne	브라운
Brown	브라운
brown sauce	브라운소스
Bridie	브라이디
Bryce	브라이스
briar	브라이어
Bryan	브라이언
Bryant	브라이언트
Bright	브라이트
bright stock	브라이트스톡
bright pink	브라이트핑크
brine	브라인
brine shrimp	브라인슈림프
Brazil	브라질
Brazil nut	브라질너트
brazilwood	브라질우드
Braque	브라크
brachiosaurus	브라키오사우루스
Brahe	브라헤
Brant	브란트
Brandt	브란트
Branting	브란팅
Brahm	브람
Brahms	브람스
Bragg	브래그
Bradstreet	브래드스트리트
Bradley	브래들리
Brady	브래디
bradykinin	브래디키닌
brassiere	브래지어
brachiation	브래키에이션
bracket	브래킷
Brattain	브래튼
Bracton	브랙턴
Henry de	헨리 더
brand	브랜드
brandy	브랜디
Brangwyn	브랭귄
Frank	프랭크
brush	브러시
brush ball	브러시볼
brushing	브러싱
Brundage	브런디지
bredinin	브레디닌
Brest	브레스트
Brest Litovsk	브레스트리토프스크
Breslau	브레슬라우
braid	브레이드
brace	브레이스
breaker	브레이커
brake	브레이크
break	브레이크
break pedal	브레이크 페달
break dancing	브레이크댄싱
brake drum	브레이크드럼
brake beam	브레이크빔
brakeshoe	브레이크슈
brake pipe	브레이크파이프
Braine	브레인
brain	브레인
brainstorming	브레인스토밍
brain trust	브레인트러스트
Brezhnev Doctrine	브레즈네프독트린
Bretton Woods	브레턴우즈
Bretylium	브레틸리움
Brecht	브레히트
Brentano	브렌타노
Broglie	브로글리
Braudel	브로델
broad	브로드
broad gauge	브로드게이지
Broadway	브로드웨이
broadcloth	브로드클로스
bromide	브로마이드
bromocriptine	브로모크립틴
bromoform	브로모포름
brochure	브로슈어
broiler	브로일러
brooch	브로치
broach	브로치
broaching machine	브로칭머신
Broca	브로카
broker	브로커
brocade	브로케이드
broccoli	브로콜리
broken English	브로큰잉글리시
Broken Hill	브로큰힐
bronze	브론즈
Bronzino	브론치노
Anne	앤
brontosaurus	브론토사우루스
brontotherium	브론토테륨
bromlite	브롬라이트
Bromfield	브롬필드
Brunei	브루나이
Brunner	브루너
Brunel	브루넬
Brunellesco	브루넬레스코
Filippo	필리포
brunette	브루넷
Bruno	브루노
Bruce	브루스
Brewster	브루스터
David	데이비드
brucine	브루신
Bruckner	브루크너
Brugmann	브루크만
brooklyn	브루클린
Brooklyn	브루클린
Brooklyn Bridge	브루클린브리지
Bruch	브루흐
Brooke	브룩
Brunfels	브룬펠스
brunfelsia	브룬펠시아
Bruant	브뤼앙
Bruges	브뤼주
Breton	브르통
brigantine	브리간틴
Briggs	브리그스
Brynner	브리너
breeder	브리더
bristol	브리스틀
Bristol	브리스틀
Briand	브리앙
Brillat-Savarin	브리야사바랭
Brieux	브리외
Brisbane	브리즈번
bridge	브리지
bridge	브리지
Bridgman	브리지먼
Bridges	브리지스
bridge crane	브리지크레인
Bridgetown	브리지타운
breeches	브리치스
Brittany	브리타니
Britannia	브리타니아
Britten	브리튼
Benjamin	벤저민
Britain	브리튼
British style	브리티시스타일
British Columbia	브리티시컬럼비아
British folk	브리티시포크
briefs	브리프
briefing	브리핑
Brindley	브린들리
brilliant	브릴리언트
brilliant cut	브릴리언트컷
V neck	브이넥
V day	브이데이
VDP	브이디피
V belt	브이벨트
V block	브이블록
V-STOL	브이스톨
VCR	브이시아르
VIP	브이아이피
VHF	브이에이치에프
VLSI	브이엘에스아이
VLF	브이엘에프
VM record	브이엠레코드
VOD	브이오디
VOR	브이오아르
VOA	브이오에이
VU meter	브이유미터
VE	브이이
VE Day	브이이데이
V zone	브이존
VG record	브이지 레코드
VTOL	브이톨
VTR	브이티아르
Vlaminck	블라맹크
Blache	블라슈
Vicente	비센테
Blasticidin S	블라스티시딘에스
Blasis	블라시스
blouse	블라우스
blind	블라인드
Blanc	블랑
Blanchard	블랑샤르
Blanqui	블랑키
Black	블랙
black ghetto	블랙게토
black nationalism	블랙내셔널리즘
black diamond	블랙다이아몬드
black racket	블랙라켓
blacklist	블랙리스트
black market	블랙마켓
Black Moslem	블랙모슬렘
black box	블랙박스
black bag	블랙백
blackberry	블랙베리
black shaft	블랙샤프트
Blackstone	블랙스톤
Black theater	블랙시어터
blackout	블랙아웃
black journalism	블랙저널리즘
black coffee	블랙커피
Black Country	블랙컨트리
black comedy	블랙코미디
Black Power	블랙파워
black face	블랙페이스
Black Hamburg	블랙함부르크
black huckleberry	블랙허클베리
black hole	블랙홀
Blantyre	블랜타이어
blank test	블랭크테스트
blanket stitch	블랭킷스티치
blanket area	블랭킷에어리어
blanket clearance	블랭킷클리어런스
blood bank	블러드뱅크
bloodstone	블러드스톤
bloodhound	블러드하운드
Blunden	블런던
bleomycin	블레오마이신
blade	블레이드
blazer	블레이저
blazer coat	블레이저코트
Blake	블레이크
Blakeslee	블레이크슬리
Blaine	블레인
blending	블렌딩
blowlamp	블로램프
blow molding	블로몰딩
Bleuler	블로일러
blocker	블로커
Bloch	블로크
blocking	블로킹
blocking sign	블로킹사인
blowhole	블로홀
block	블록
block pattern	블록 패턴
block gauge	블록게이지
block diagram	블록다이어그램
blockbuster	블록버스터
block ball	블록볼
block brake	블록브레이크
block sign	블록사인
block system	블록시스템
block chain	블록체인
block check	블록체크
block copy	블록카피
blond	블론드
Blondel	블롱델
blue stocking	블루 스타킹
bluegrass	블루그래스
bluegill	블루길
blue-denim	블루데님
bluedaisy	블루데이지
blue line	블루라인
blue ribbon	블루리본
bloomer	블루머
Blumenbach	블루멘바흐
blooming	블루밍
blueberry	블루베리
blue belt	블루벨트
blues	블루스
Bloy	블루아
blue jeans	블루진
blue cheese	블루치즈
blue chip	블루칩
blue-collar	블루칼라
blue film	블루필름
Blum	블룸
Bloomsbury group	블룸즈버리그룹
Bloomfield	블룸필드
blizzard	블리자드
Blixen	블릭센
Vigano	비가노
vigour	비거
Vigeland	비겔란
Wiegmann	비그만
beagle	비글
beguine	비긴
Venus	비너스
Binet	비네
vinaigrette sauce	비네그레트소스
Vignola	비뇰라
Vigny	비니
vinegar	비니거
Binyon	비니언
Robert Laurence	로버트 로런스
vinyon	비니온
Viny-tile	비니타일
vinyl	비닐
vinylon	비닐론
vinylidene	비닐리덴
vinyl acetylene	비닐아세틸렌
vinyl alcohol	비닐알코올
vinyl paint	비닐페인트
vinyl house	비닐하우스
Widal	비달
Vidor	비더
King	킹
BWV	비더블유브이
Bede	비드
Beadle	비들
video	비디오
video game	비디오게임
videodisk	비디오디스크
videodisk player	비디오디스크플레이어
video movie	비디오무비
videometer	비디오미터
video art	비디오아트
video jockey	비디오자키
video camera	비디오카메라
video cassette	비디오카세트
video cassette recorder	비디오카세트리코더
video comp	비디오컴프
video tape	비디오테이프
video tape recorder	비디오테이프리코더
videotex	비디오텍스
video package	비디오패키지
vidicon	비디콘
beading	비딩
Viracocha	비라코차
birr	비르
Virtanen	비르타넨
viridian	비리디언
Vivaldi	비발디
bebop	비밥
beaver	비버
Beaverbrook	비버브룩
Vives	비베스
vibraphone	비브라폰
Bibiena	비비에나
BBS	비비에스
Bichat	비샤
bishop	비숍
Bishop	비숍
bishop sleeve	비숍슬리브
BIS	비스
Bismarck	비스마르크
bismotor	비스모터
viscaria	비스카리아
viscacha	비스카차
viscose	비스코스
viscose rayon	비스코스레이온
viscose sponge	비스코스스펀지
Visconti	비스콘티
Luchino	루키노
biscuit	비스킷
Vista Vision	비스타비전
bister	비스터
Wislicenus	비슬리체누스
BC	비시
BCD	비시디
BCG	비시지
biacetyl	비아세틸
BIS	비아이에스
Biak	비악
Villa	비야
beer	비어
Beard	비어드
Bierce	비어스
Beardsley	비어즐리
beer hall	비어홀
Wieniawski	비에니아프스키
BSI	비에스아이
BA	비에이
BAL	비에이엘
BHC	비에이치시
Vienna sausage	비엔나소시지
Vienna waltz	비엔나왈츠
Vienna coffee	비엔나커피
BMD	비엠디
Viau	비오
Biot	비오
BOD	비오디
bios	비오스
Bioko	비오코
Viotti	비오티
biotin	비오틴
Biofermin	비오페르민
viol	비올
Viollet-le-Duc	비올레르뒤크
Vieuxtemps	비외탕
Villon	비용
BE	비이
BEU	비이유
vehicle	비이클
visa	비자
Byzantium	비잔티움
Wieser	비저
vision	비전
Bizet	비제
visual design	비주얼디자인
visual language	비주얼랭귀지
visual communication	비주얼커뮤니케이션
visual	비주얼
beads	비즈
business	비즈니스
business game	비즈니스게임
business doctor	비즈니스닥터
businessman	비즈니스맨
business union	비즈니스유니언
business cost	비즈니스코스트
business hotel	비즈니스호텔
Bismarck	비즈마크
BGM	비지엠
Beecham	비첨
Witz	비츠
beach	비치
beach gown	비치가운
beaker	비커
beacon	비컨
Vico	비코
bikini	비키니
vitamin	비타민
vitamin D	비타민 디
vitamin B	비타민 비
vitamin B thirteen	비타민 비 서틴
vitamin B six	비타민 비 식스
vitamin B one	비타민 비 원
vitamin B two	비타민 비 투
vitamin B twelve	비타민 비 트웰브
vitamin B T	비타민 비 티
vitamin C	비타민 시
vitamin A	비타민 에이
vitamin H	비타민 에이치
vitamin F	비타민 에프
vitamin X	비타민 엑스
vitamin L	비타민 엘
vitamin M	비타민 엠
vitamin U	비타민 유
vitamin E	비타민 이
vitamin G	비타민 지
vitamin K	비타민 케이
vitamin P	비타민 피
vitallium	비탈륨
beater	비터
vitelline	비텔린
veto	비토
Vittorini	비토리니
Vittorio Emanuele	비토리오 에마누엘레
beet	비트
bit	비트
beat	비트
Vitruvius	비트루비우스
Vitruvius Pollio	비트루비우스 폴리오
bitmap	비트맵
beat generation	비트제너레이션
Witkiewicz	비트키에비치
The Beatles	비틀스
BTN	비티엔
BTU	비티유
Wittig	비티히
